ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
4,Brazil,"DEN 1,2,3,4",2018,Out,23,40.972457095,0.075345333,0.040,122354,118,23,141.62,210868,225,298625
4,Brazil,"DEN 1,2,3,4",2018,Out,29,40.778807009,0.077585698,0.040,138232,136,29,160.75,210868,263,338980
4,Brazil,"DEN 1,2,3,4",2018,Out,31,40.640766396,0.078303145,0.040,141692,138,31,165.34,210868,273,348645
4,Brazil,"DEN 1,2,3,4",2018,Out,36,40.223121976,0.077134599,0.039,148618,144,36,175.22,210868,285,369484
4,Brazil,"DEN 1,2,3,4",2018,Out,41,39.643748431,0.074304484,0.037,154724,146,41,185.09,210868,290,390286
4,Brazil,"DEN 1,2,3,4",2018,Out,43,39.374225527,0.074699205,0.037,157604,150,43,189.82,210868,299,400272
4,Brazil,"DEN 1,2,3,4",2018,Out,48,38.819761423,0.071327502,0.036,167628,154,48,204.78,210868,308,431811
4,Brazil,"DEN 1,2,3,4",2018,Out,5,32.187205360,0.068205982,0.046,16045,23,5,23.64,210868,34,49849
4,Brazil,"DEN 1,2,3,4",2018,Out,10,34.681955863,0.064906967,0.037,38472,41,10,52.61,210868,72,110928
4,Brazil,"DEN 1,2,3,4",2018,Out,12,36.094670327,0.066477955,0.036,50495,51,12,66.34,210868,93,139896
4,Brazil,"DEN 1,2,3,4",2018,Out,17,39.413661840,0.072017427,0.038,88112,85,17,106.02,210868,161,223557
4,Brazil,"DEN 1,2,3,4",2018,Out,22,40.892783221,0.075893473,0.039,118540,114,22,137.47,210868,220,289880
4,Brazil,"DEN 1,2,3,4",2018,Out,24,40.997420073,0.076779678,0.040,126015,122,24,145.77,210868,236,307373
4,Brazil,"DEN 1,2,3,4",2018,Out,40,39.761467985,0.075140435,0.038,153457,145,40,183.03,210868,290,385944
4,Brazil,"DEN 1,2,3,4",2018,Out,45,39.109699480,0.073202703,0.037,160814,153,45,195.00,210868,301,411187
4,Brazil,"DEN 1,2,3,4",2018,Out,47,38.935792282,0.071711475,0.036,165057,153,47,201.04,210868,304,423921
4,Brazil,"DEN 1,2,3,4",2018,Out,52,38.244442233,0.069864122,0.035,176814,160,52,219.25,210868,323,462326
4,Brazil,"DEN 1,2,3,4",2018,Out,3,30.648351253,0.061131288,0.043,8523,12,3,13.19,210868,17,27809
4,Brazil,"DEN 1,2,3,4",2018,Out,19,40.324988471,0.071125423,0.038,103186,96,19,121.35,210868,182,255886
4,Brazil,"DEN 1,2,3,4",2018,Out,21,40.784694924,0.073705350,0.039,114543,110,21,133.19,210868,207,280848
4,Brazil,"DEN 1,2,3,4",2018,Out,26,40.923232964,0.078092429,0.041,131533,133,26,152.42,210868,251,321414
4,Brazil,"DEN 1,2,3,4",2018,Out,28,40.865380288,0.078010844,0.041,136199,135,28,158.05,210868,260,333287
4,Brazil,"DEN 1,2,3,4",2018,Out,33,40.484312004,0.077167829,0.039,144797,138,33,169.61,210868,276,357662
4,Brazil,"DEN 1,2,3,4",2018,Out,38,40.004557112,0.076040187,0.038,150990,145,38,178.99,210868,287,377432
4,Brazil,"DEN 1,2,3,4",2018,Out,46,39.001127179,0.072187448,0.037,162623,153,46,197.74,210868,301,416970
4,Brazil,"DEN 1,2,3,4",2018,Out,51,38.366886714,0.070362674,0.035,175578,159,51,217.02,210868,322,457629
4,Brazil,"DEN 1,2,3,4",2018,Out,2,31.274038462,0.060096154,0.036,5204,6,2,7.89,210868,10,16640
4,Brazil,"DEN 1,2,3,4",2018,Out,7,33.183793240,0.069127024,0.041,23522,29,7,33.62,210868,49,70884
4,Brazil,"DEN 1,2,3,4",2018,Out,9,34.047784544,0.064321358,0.037,32819,36,9,45.71,210868,62,96391
4,Brazil,"DEN 1,2,3,4",2018,Out,14,37.507074550,0.074683906,0.039,64283,66,14,81.28,210868,128,171389
4,Brazil,"DEN 1,2,3,4",2018,Out,25,40.983429589,0.078105404,0.041,129081,129,25,149.36,210868,246,314959
4,Brazil,"DEN 1,2,3,4",2018,Out,27,40.905929085,0.078102595,0.041,134079,135,27,155.44,210868,256,327774
4,Brazil,"DEN 1,2,3,4",2018,Out,32,40.577547617,0.077863317,0.039,143313,138,32,167.49,210868,275,353183
4,Brazil,"DEN 1,2,3,4",2018,Out,34,40.410183329,0.077330549,0.039,146318,141,34,171.71,210868,280,362082
4,Brazil,"DEN 1,2,3,4",2018,Out,39,39.882780964,0.075227780,0.038,152156,145,39,180.92,210868,287,381508
4,Brazil,"DEN 1,2,3,4",2018,Out,44,39.252576175,0.074239233,0.038,159148,153,44,192.27,210868,301,405446
4,Brazil,"DEN 1,2,3,4",2020,Out,48,52.787888661,0.056910541,0.038,761526,551,48,691.92,208495,821,1442615
4,Brazil,"DEN 1,2,3,4",2020,Out,50,52.446729831,0.056722627,0.038,763734,553,50,698.44,208495,826,1456209
4,Brazil,"DEN 1,2,3,4",2020,Out,5,58.952041441,0.083334619,0.049,114601,95,5,93.24,208495,162,194397
4,Brazil,"DEN 1,2,3,4",2020,Out,10,59.342157277,0.071734300,0.045,348272,262,10,281.49,208495,421,586888
4,Brazil,"DEN 1,2,3,4",2020,Out,12,58.902937972,0.068120918,0.045,429747,326,12,349.93,208495,497,729585
4,Brazil,"DEN 1,2,3,4",2020,Out,17,59.291264940,0.063932807,0.044,587044,435,17,474.88,208495,633,990102
4,Brazil,"DEN 1,2,3,4",2020,Out,41,53.779127010,0.057861617,0.039,753779,546,41,672.26,208495,811,1401620
4,Brazil,"DEN 1,2,3,4",2020,Out,51,52.306171184,0.056655285,0.038,764439,554,51,700.96,208495,828,1461470
4,Brazil,"DEN 1,2,3,4",2020,Out,46,53.123620101,0.057242867,0.039,759136,551,46,685.39,208495,818,1428999
4,Brazil,"DEN 1,2,3,4",2020,Out,20,58.545577786,0.062148681,0.042,654707,475,20,536.36,208495,695,1118286
4,Brazil,"DEN 1,2,3,4",2020,Out,22,57.917966061,0.061946075,0.042,681596,495,22,564.44,208495,729,1176830
4,Brazil,"DEN 1,2,3,4",2020,Out,27,56.190894753,0.059923448,0.040,721100,514,27,615.51,208495,769,1283304
4,Brazil,"DEN 1,2,3,4",2020,Out,32,55.059669870,0.059055485,0.039,739344,529,32,644.05,208495,793,1342805
4,Brazil,"DEN 1,2,3,4",2020,Out,34,54.756028058,0.058391860,0.039,743623,536,34,651.37,208495,793,1358066
4,Brazil,"DEN 1,2,3,4",2020,Out,39,54.052268960,0.058134181,0.039,751266,542,39,666.63,208495,808,1389888
4,Brazil,"DEN 1,2,3,4",2020,Out,1,54.759163308,0.124736135,0.038,11414,8,1,10.00,208495,26,20844
4,Brazil,"DEN 1,2,3,4",2020,Out,3,57.290493762,0.100335567,0.047,51389,42,3,43.02,208495,90,89699
4,Brazil,"DEN 1,2,3,4",2020,Out,8,59.242385474,0.076524327,0.046,250055,193,8,202.45,208495,323,422088
4,Brazil,"DEN 1,2,3,4",2020,Out,13,59.140344573,0.067390356,0.045,462484,352,13,375.07,208495,527,782011
4,Brazil,"DEN 1,2,3,4",2020,Out,15,59.485291882,0.066227925,0.044,528136,394,15,425.83,208495,588,887843
4,Brazil,"DEN 1,2,3,4",2020,Out,47,52.958133361,0.057110183,0.038,760384,551,47,688.66,208495,820,1435821
4,Brazil,"DEN 1,2,3,4",2020,Out,28,55.885918174,0.059339051,0.040,726133,517,28,623.19,208495,771,1299313
4,Brazil,"DEN 1,2,3,4",2020,Out,33,54.885209509,0.058680973,0.039,741705,531,33,648.16,208495,793,1351375
4,Brazil,"DEN 1,2,3,4",2020,Out,35,54.623117493,0.058267199,0.039,745280,536,35,654.41,208495,795,1364404
4,Brazil,"DEN 1,2,3,4",2020,Out,40,53.910927473,0.058023505,0.039,752589,544,40,669.55,208495,810,1395986
4,Brazil,"DEN 1,2,3,4",2020,Out,45,53.275652685,0.057418272,0.039,758055,550,45,682.46,208495,817,1422892
4,Brazil,"DEN 1,2,3,4",2020,Out,52,52.203900650,0.056509398,0.038,764914,554,52,702.77,208495,828,1465243
4,Brazil,"DEN 1,2,3,4",2020,Out,7,59.649845342,0.078336953,0.047,207115,163,7,166.54,208495,272,347218
4,Brazil,"DEN 1,2,3,4",2020,Out,9,59.339713474,0.072462173,0.045,296444,225,9,239.61,208495,362,499571
4,Brazil,"DEN 1,2,3,4",2020,Out,14,59.303695897,0.067307001,0.046,495174,380,14,400.48,208495,562,834980
4,Brazil,"DEN 1,2,3,4",2020,Out,16,59.476586394,0.065485170,0.045,559479,422,16,451.17,208495,616,940671
4,Brazil,"DEN 1,2,3,4",2020,Out,21,58.228667954,0.062073300,0.042,669777,487,21,551.69,208495,714,1150253
4,Brazil,"DEN 1,2,3,4",2020,Out,26,56.493776835,0.060118420,0.040,715118,510,26,607.13,208495,761,1265835
4,Brazil,"DEN 1,2,3,4",2020,Out,2,56.365932591,0.106559318,0.039,28564,20,2,24.31,208495,54,50676
4,Brazil,"DEN 1,2,3,4",2020,Out,49,52.608573594,0.056905303,0.038,762707,552,49,695.35,208495,825,1449777
4,Brazil,"DEN 1,2,3,4",2020,Out,42,53.656326231,0.057644303,0.039,754893,547,42,674.79,208495,811,1406904
4,Brazil,"DEN 1,2,3,4",2020,Out,44,53.410029116,0.057440686,0.039,756881,548,44,679.69,208495,814,1417114
4,Brazil,"DEN 1,2,3,4",2020,Out,11,59.054493997,0.068216388,0.043,395622,291,11,321.32,208495,457,669927
4,Brazil,"DEN 1,2,3,4",2020,Out,18,59.093194277,0.063107981,0.043,612394,446,18,497.05,208495,654,1036319
4,Brazil,"DEN 1,2,3,4",2020,Out,23,57.566052576,0.062005568,0.042,691659,502,23,576.28,208495,745,1201505
4,Brazil,"DEN 1,2,3,4",2020,Out,25,56.804103709,0.060372239,0.040,708496,505,25,598.22,208495,753,1247262
4,Brazil,"DEN 1,2,3,4",2020,Out,30,55.406453093,0.059109195,0.040,733951,525,30,635.35,208495,783,1324667
4,Brazil,"DEN 1,2,3,4",2020,Out,37,54.336216885,0.058222768,0.039,748464,540,37,660.67,208495,802,1377468
4,Brazil,"DEN 1,2,3,4",2020,Out,4,58.457720390,0.092076395,0.055,81265,77,4,66.68,208495,128,139015
4,Brazil,"DEN 1,2,3,4",2020,Out,6,59.699778215,0.081988582,0.046,158008,123,6,126.94,208495,217,264671
4,Brazil,"DEN 1,2,3,4",2020,Out,43,53.523392403,0.057490674,0.039,755966,548,43,677.43,208495,812,1412403
4,Brazil,"DEN 1,2,3,4",2020,Out,19,58.864347001,0.062517598,0.043,635556,461,19,517.85,208495,675,1079696
4,Brazil,"DEN 1,2,3,4",2020,Out,24,57.195138285,0.061253291,0.041,700311,505,24,587.27,208495,750,1224424
4,Brazil,"DEN 1,2,3,4",2020,Out,29,55.636169471,0.059184578,0.040,730415,523,29,629.68,208495,777,1312842
4,Brazil,"DEN 1,2,3,4",2020,Out,31,55.219953568,0.059126900,0.039,736865,527,31,640.02,208495,789,1334418
4,Brazil,"DEN 1,2,3,4",2020,Out,36,54.483569582,0.058284070,0.039,746900,539,36,657.51,208495,799,1370872
4,Brazil,"DEN 1,2,3,4",2020,Out,38,54.194645908,0.058030127,0.039,749926,540,38,663.69,208495,803,1383764
4,Brazil,"DEN 1,2",2021,Out,6,39.545728917,0.036022353,0.023,40619,24,6,48.00,213993,37,102714
4,Brazil,"DEN 1,2",2021,Out,25,46.195474242,0.037416604,0.026,335818,192,25,339.71,213993,272,726950
4,Brazil,"DEN 1,2",2021,Out,51,42.518417129,0.038123893,0.025,413765,239,51,454.75,213993,371,973143
4,Brazil,"DEN 1,2",2021,Out,13,43.514511716,0.032597156,0.025,145506,84,13,156.26,213993,109,334385
4,Brazil,"DEN 1,2",2021,Out,32,45.343460664,0.038193097,0.026,368037,212,32,379.30,213993,310,811665
4,Brazil,"DEN 1,2",2021,Out,39,44.307510452,0.039056334,0.026,384579,229,39,405.61,213993,339,867977
4,Brazil,"DEN 1,2",2021,Out,30,45.628420477,0.038270188,0.026,361258,209,30,369.98,213993,303,791739
4,Brazil,"DEN 1,2",2021,Out,49,42.887673393,0.038380390,0.025,408982,238,49,445.63,213993,366,953612
4,Brazil,"DEN 1,2",2021,Out,47,43.254071251,0.038448159,0.026,401624,237,47,433.90,213993,357,928523
4,Brazil,"DEN 1,2",2021,Out,35,44.916102851,0.038955235,0.027,375884,224,35,391.07,213993,326,836858
4,Brazil,"DEN 1,2",2021,Out,16,46.304100941,0.035624684,0.027,214463,123,16,216.44,213993,165,463162
4,Brazil,"DEN 1,2",2021,Out,23,46.430790132,0.036867804,0.027,319884,184,23,321.95,213993,254,688948
4,Brazil,"DEN 1,2",2021,Out,42,43.929325007,0.039316457,0.026,389947,232,42,414.81,213993,349,887669
4,Brazil,"DEN 1,2",2021,Out,4,37.577832603,0.031888290,0.023,22390,14,4,27.84,213993,19,59583
4,Brazil,"DEN 1,2",2021,Out,11,41.607781291,0.031005734,0.023,108697,60,11,122.08,213993,81,261242
4,Brazil,"DEN 1,2",2021,Out,9,40.943948179,0.029775897,0.022,78379,43,9,89.46,213993,57,191430
4,Brazil,"DEN 1,2",2021,Out,28,45.841124165,0.038304923,0.027,353039,205,28,359.89,213993,295,770136
4,Brazil,"DEN 1,2",2021,Out,5,38.505790157,0.037436358,0.025,30857,20,5,37.45,213993,30,80136
4,Brazil,"DEN 1,2,3,4",2023,Out,42,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,43,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,21,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,22,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,52,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,47,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,48,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2",2023,Out,4,38.595176884,0.042584736,0.026,48941,33,4,59.26,213993,54,126806
4,Brazil,"DEN 1,2",2023,Out,11,40.642782804,0.048378932,0.030,272190,201,11,312.96,213993,324,669713
4,Brazil,"DEN 1,2",2023,Out,16,37.949360336,0.045471637,0.027,520773,377,16,641.28,213993,624,1372284
4,Brazil,"DEN 1,2,3,4",2023,Out,18,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,19,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,20,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2",2023,Out,5,39.527928960,0.047550845,0.027,68996,48,5,81.57,213993,83,174550
4,Brazil,"DEN 1,2",2023,Out,10,40.969238078,0.050768232,0.030,225956,168,10,257.73,213993,280,551526
4,Brazil,"DEN 1,2",2023,Out,12,40.198768008,0.047630476,0.030,326617,246,12,379.69,213993,387,812505
4,Brazil,"DEN 1,2",2023,Out,17,37.187025188,0.044162195,0.026,544810,384,17,684.63,213993,647,1465054
4,Brazil,"DEN 1,2",2023,Out,3,38.315152480,0.045499528,0.025,33684,22,3,41.08,213993,40,87913
4,Brazil,"DEN 1,2",2021,Out,15,45.529443962,0.033793030,0.024,191317,102,15,196.36,213993,142,420205
4,Brazil,"DEN 1,2",2021,Out,24,46.327872412,0.037364940,0.027,328567,188,24,331.42,213993,265,709221
4,Brazil,"DEN 1,2",2021,Out,34,45.048305101,0.038586202,0.027,373591,223,34,387.54,213993,320,829312
4,Brazil,"DEN 1,2",2021,Out,48,43.077327113,0.038596040,0.025,405147,238,48,439.51,213993,363,940511
4,Brazil,"DEN 1,2",2021,Out,10,41.138670323,0.030621347,0.025,92699,56,10,105.30,213993,69,225333
4,Brazil,"DEN 1,2",2021,Out,29,45.726159549,0.038245516,0.026,357483,206,29,365.33,213993,299,781791
4,Brazil,"DEN 1,2",2021,Out,17,46.748586730,0.035902013,0.027,235683,135,17,235.59,213993,181,504150
4,Brazil,"DEN 1,2",2021,Out,36,44.763301388,0.038939842,0.027,378202,225,36,394.82,213993,329,844893
4,Brazil,"DEN 1,2",2021,Out,43,43.815342701,0.039032268,0.026,391767,232,43,417.83,213993,349,894132
4,Brazil,"DEN 1,2",2021,Out,3,36.436660829,0.030356100,0.023,15604,10,3,20.01,213993,13,42825
4,Brazil,"DEN 1,2",2021,Out,22,46.545209969,0.035811068,0.026,309339,176,22,310.57,213993,238,664599
4,Brazil,"DEN 1,2",2021,Out,41,44.052573857,0.039168137,0.026,388023,231,41,411.61,213993,345,880818
4,Brazil,"DEN 1,2",2021,Out,21,46.699621071,0.035745025,0.026,297874,166,21,298.07,213993,228,637851
4,Brazil,"DEN 1,2",2021,Out,31,45.496254203,0.038025231,0.026,364925,210,31,374.82,213993,305,802099
4,Brazil,"DEN 1,2",2021,Out,50,42.686939384,0.038215888,0.025,412171,238,50,451.21,213993,369,965567
4,Brazil,"DEN 1,2",2021,Out,52,42.456692849,0.038032792,0.025,414154,239,52,455.84,213993,371,975474
4,Brazil,"DEN 1,2",2021,Out,14,44.718060790,0.035103833,0.025,169426,93,14,177.05,213993,133,378876
4,Brazil,"DEN 1,2",2021,Out,33,45.195402355,0.038236587,0.026,371146,216,33,383.75,213993,314,821203
4,Brazil,"DEN 1,2",2021,Out,40,44.181843348,0.039350128,0.026,386239,230,40,408.52,213993,344,874203
4,Brazil,"DEN 1,2",2021,Out,2,35.424890147,0.026066880,0.022,9513,6,2,12.55,213993,7,26854
4,Brazil,"DEN 1,2",2021,Out,12,42.192149998,0.030470980,0.023,124620,67,12,138.02,213993,90,295363
4,Brazil,"DEN 1,2",2021,Out,19,46.976231070,0.035793456,0.026,271672,151,19,270.25,213993,207,578318
4,Brazil,"DEN 1,2",2021,Out,38,44.446006831,0.038814327,0.026,382461,228,38,402.12,213993,334,860507
4,Brazil,"DEN 1,2",2021,Out,7,39.969077637,0.036153012,0.023,51961,30,7,60.75,213993,47,130003
4,Brazil,"DEN 1,2",2021,Out,26,46.103687896,0.037991771,0.027,342212,198,26,346.86,213993,282,742266
4,Brazil,"DEN 1,2",2021,Out,45,43.559710727,0.038606429,0.026,396034,233,45,424.86,213993,351,909175
4,Brazil,"DEN 1,2",2021,Out,37,44.604136006,0.038698102,0.026,380364,225,37,398.50,213993,330,852755
4,Brazil,"DEN 1,2",2021,Out,44,43.674481645,0.038819790,0.026,393770,232,44,421.32,213993,350,901602
4,Brazil,"DEN 1,2",2021,Out,1,34.848253775,0.022876315,0.008,4570,1,1,6.13,213993,3,13114
4,Brazil,"DEN 1,2",2021,Out,20,46.831828583,0.035733721,0.026,285706,159,20,285.09,213993,218,610068
4,Brazil,"DEN 1,2",2021,Out,27,45.979362644,0.038187961,0.027,347964,202,27,353.65,213993,289,756783
4,Brazil,"DEN 1,2",2021,Out,46,43.418102383,0.038658433,0.026,398708,236,46,429.13,213993,355,918299
4,Brazil,"DEN 1,2",2021,Out,8,40.462252534,0.033469104,0.023,64074,37,8,74.00,213993,53,158355
4,Brazil,"DEN 1,2",2021,Out,18,46.961131329,0.035045070,0.026,254604,143,18,253.35,213993,190,542159
4,Brazil,"DEN 1,2",2023,Out,1,37.339841367,0.045759610,0.015,9792,4,1,12.25,213993,12,26224
4,Brazil,"DEN 1,2",2023,Out,6,40.375999863,0.050636822,0.029,94089,68,6,108.90,213993,118,233032
4,Brazil,"DEN 1,2",2023,Out,8,40.984001195,0.052573035,0.032,148117,115,8,168.88,213993,190,361402
4,Brazil,"DEN 1,2",2023,Out,13,39.602545704,0.047731952,0.030,380826,287,13,449.37,213993,459,961620
4,Brazil,"DEN 1,2",2023,Out,15,38.595220217,0.046910849,0.029,482123,359,15,583.75,213993,586,1249178
4,Brazil,"DEN 1,2",2023,Out,14,39.284884394,0.047749704,0.030,431108,327,14,512.82,213993,524,1097389
4,Brazil,"DEN 1,2,3,4",2023,Out,26,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,27,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,28,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2",2023,Out,2,37.620690921,0.045890084,0.028,20495,15,2,25.46,213993,25,54478
4,Brazil,"DEN 1,2",2023,Out,7,40.974288379,0.052263559,0.031,119951,90,7,136.80,213993,153,292747
4,Brazil,"DEN 1,2",2023,Out,9,40.937245768,0.053047442,0.031,183667,139,9,209.66,213993,238,448655
4,Brazil,"DEN 1,2,3,4",2023,Out,32,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,33,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,34,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,23,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,24,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,25,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,38,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,39,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,40,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,29,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,30,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,31,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,44,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,45,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,46,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,35,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,36,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,37,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,49,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,50,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,51,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2023,Out,41,36.592321803,0.043155214,0.026,554542,387,18,708.18,213993,654,1515460
4,Brazil,"DEN 1,2,3,4",2015,Out,16,0.527858943,0.100582878,0.057,5248,566,16,488.18,203657,1000,994205
4,Brazil,"DEN 1,2,3,4",2015,Out,18,0.450673649,0.100302367,0.056,5248,655,18,571.78,203657,1168,1164479
4,Brazil,"DEN 1,2,3,4",2015,Out,23,0.380531410,0.098975872,0.055,5248,752,23,677.18,203657,1365,1379124
4,Brazil,"DEN 1,2,3,4",2015,Out,25,25.411338420,0.099506838,0.055,360331,773,25,696.27,203657,1411,1417993
4,Brazil,"DEN 1,2,3,4",2015,Out,4,6.639592110,0.151819942,0.094,5248,74,4,38.81,203657,120,79041
4,Brazil,"DEN 1,2,3,4",2015,Out,6,3.390049481,0.136299627,0.083,5248,129,6,76.01,203657,211,154806
4,Brazil,"DEN 1,2,3,4",2015,Out,11,0.995053175,0.104472999,0.063,5248,330,11,258.97,203657,551,527409
4,Brazil,"DEN 1,2,3,4",2015,Out,37,27.162284329,0.100160762,0.055,409221,833,37,739.76,203657,1509,1506578
4,Brazil,"DEN 1,2,3,4",2015,Out,42,30.296337498,0.100172991,0.055,465153,847,42,753.89,203657,1538,1535344
4,Brazil,"DEN 1,2,3,4",2015,Out,44,29.984374577,0.099786117,0.055,465153,849,44,761.73,203657,1548,1551318
4,Brazil,"DEN 1,2,3,4",2015,Out,49,30.029767310,0.096412839,0.053,487763,862,49,797.55,203657,1566,1624265
4,Brazil,"DEN 1,2,3,4",2015,Out,36,27.261281174,0.100126107,0.055,409221,829,36,737.08,203657,1503,1501107
4,Brazil,"DEN 1,2,3,4",2015,Out,38,27.067781072,0.100473728,0.055,409221,838,38,742.35,203657,1519,1511838
4,Brazil,"DEN 1,2,3,4",2015,Out,43,30.160830790,0.100178831,0.055,465153,848,43,757.27,203657,1545,1542242
4,Brazil,"DEN 1,2,3,4",2015,Out,48,30.390293808,0.097383420,0.054,487763,861,48,788.09,203657,1563,1604996
4,Brazil,"DEN 1,2,3,4",2015,Out,50,29.737784056,0.095475405,0.053,487763,863,50,805.38,203657,1566,1640213
4,Brazil,"DEN 1,2,3,4",2015,Out,30,27.904298351,0.100237570,0.055,409221,808,30,720.09,203657,1470,1466516
4,Brazil,"DEN 1,2,3,4",2015,Out,12,0.848004007,0.103899881,0.061,5248,380,12,303.88,203657,643,618865
4,Brazil,"DEN 1,2,3,4",2015,Out,17,0.483807030,0.101038968,0.057,5248,618,17,532.63,203657,1096,1084730
4,Brazil,"DEN 1,2,3,4",2015,Out,19,0.426971448,0.099339203,0.056,5248,684,19,603.53,203657,1221,1229122
4,Brazil,"DEN 1,2,3,4",2015,Out,24,0.374289026,0.099135241,0.054,5248,763,24,688.47,203657,1390,1402125
4,Brazil,"DEN 1,2,3,4",2015,Out,29,24.695225589,0.100129394,0.055,360331,801,29,716.46,203657,1461,1459112
4,Brazil,"DEN 1,2,3,4",2015,Out,31,27.775620881,0.100250456,0.055,409221,813,31,723.43,203657,1477,1473310
4,Brazil,"DEN 1,2,3,4",2015,Out,5,4.506577817,0.139971834,0.088,5248,103,5,57.18,203657,163,116452
4,Brazil,"DEN 1,2,3,4",2015,Out,10,1.224986170,0.110174061,0.068,5248,290,10,210.36,203657,472,428413
4,Brazil,"DEN 1,2,3,4",2015,Out,14,0.649500127,0.103340817,0.059,5248,474,14,396.75,203657,835,808006
4,Brazil,"DEN 1,2,3,4",2015,Out,21,0.397510409,0.099150367,0.055,5248,724,21,648.26,203657,1309,1320217
4,Brazil,"DEN 1,2,3,4",2015,Out,26,25.187227826,0.099747660,0.054,360331,779,26,702.46,203657,1427,1430610
4,Brazil,"DEN 1,2,3,4",2015,Out,2,,0.176811376,0.087,,23,2,13.05,203657,47,26582
4,Brazil,"DEN 1,2,3,4",2015,Out,7,2.606497370,0.130126203,0.080,5248,161,7,98.86,203657,262,201343
